6.1 -0.69333683
6.12 -0.69353813
6.14 -0.69372626
6.16 -0.69389902
6.18 -0.69405753
6.2 -0.69420272
6.22 -0.69433719
6.24 -0.69445488
6.26 -0.69455975
6.28 -0.69465240
6.3 -0.69473321
6.32 -0.69480128
6.34 -0.69485825
6.36 -0.69490211
6.38 -0.69493813
6.4 -0.69496065
6.42 -0.69497112
6.44 -0.69497321
6.46 -0.69496212
6.48 -0.69494179
6.5 -0.69491196
6.52 -0.69488034
6.54 -0.69483063
6.56 -0.69477101
6.58 -0.69470341
6.6 -0.69462699
6.62 -0.69454006
6.64 -0.69444459
6.66 -0.69434001
6.68 -0.69423150
6.7 -0.69411136
